INSERT INTO Registro_gimnasio VALUES('2023-05-15', 'A0200414'),
('2023-05-15', 'A0210865'),
('2023-05-15', 'A0176522'),
('2023-05-15', 'A0465015'),
('2023-05-15', 'A0284080'),
('2023-05-15', 'A0213105'),
('2023-05-15', 'A0445771'),
('2023-05-15', 'A0481746'),
('2023-05-15', 'A028521'),
('2023-05-15', 'A0234666'),
('2023-05-15', 'A0143750'),
('2023-05-15', 'A0935083'),
('2023-05-15', 'A0550322'),
('2023-05-15', 'A0608599'),
('2023-05-15', 'A0904093'),
('2023-05-15', 'A0687084'),
('2023-05-15', 'A060723'),
('2023-05-15', 'A0178809'),
('2023-05-15', 'A0143084'),
('2023-05-15', 'A0729334'),
('2023-05-15', 'A0852315'),
('2023-05-15', 'A0358774'),
('2023-05-15', 'A0575586'),
('2023-05-15', 'A0538463'),
('2023-05-15', 'A0804783'),
('2023-05-15', 'A0848082'),
('2023-05-15', 'A0468548'),
('2023-05-15', 'A0303814'),
('2023-05-15', 'A0265078'),
('2023-05-15', 'A0252902'),
('2023-05-15', 'A0395078'),
('2023-05-15', 'A0713951'),
('2023-05-15', 'A0437316'),
('2023-05-15', 'A0910845'),
('2023-05-15', 'A0985007'),
('2023-05-15', 'A0450695'),
('2023-05-15', 'A047678'),
('2023-05-15', 'A0121193'),
('2023-05-15', 'A0992518'),
('2023-05-15', 'A0582834'),
('2023-05-15', 'A0746027'),
('2023-05-15', 'A0959131'),
('2023-05-15', 'A0147820'),
('2023-05-15', 'A0419761'),
('2023-05-15', 'A0574887'),
('2023-05-15', 'A0209408'),
('2023-05-15', 'A0786096'),
('2023-05-15', 'A018266'),
('2023-05-15', 'A0373565'),
('2023-05-15', 'A0502994'),
('2023-05-15', 'A0421828'),
('2023-05-15', 'A0482562'),
('2023-05-15', 'A0252151'),
('2023-05-15', 'A0937375'),
('2023-05-15', 'A0297238'),
('2023-05-15', 'A0571917'),
('2023-05-15', 'A0238215'),
('2023-05-15', 'A0362810'),
('2023-05-15', 'A0205350'),
('2023-05-15', 'A0277242'),
('2023-05-15', 'A0864685'),
('2023-05-15', 'A0480344'),
('2023-05-15', 'A0155262'),
('2023-05-15', 'A0128342'),
('2023-05-15', 'A0399941'),
('2023-05-15', 'A0371019'),
('2023-05-15', 'A0272759'),
('2023-05-15', 'A0711143'),
('2023-05-15', 'A0867772'),
('2023-05-15', 'A0707752'),
('2023-05-15', 'A0652352'),
('2023-05-15', 'A0731803'),
('2023-05-15', 'A0998449'),
('2023-05-15', 'A0580146'),
('2023-05-15', 'A087407'),
('2023-05-15', 'A0725469'),
('2023-05-15', 'A066803');

 INSERT INTO Registro_gimnasio VALUES ('2023-05-15', 'A0595300'),
('2023-05-15', 'A0156555'),
('2023-05-15', 'A0333671'),
('2023-05-15', 'A0736132'),
('2023-05-15', 'A0372164'),
('2023-05-15', 'A0341102'),
('2023-05-15', 'A0737683'),
('2023-05-15', 'A0453475'),
('2023-05-15', 'A0480727'),
('2023-05-15', 'A0284771'),
('2023-05-15', 'A0941187'),
('2023-05-15', 'A0858435'),
('2023-05-15', 'A0881785'),
('2023-05-15', 'A0336668'),
('2023-05-15', 'A0945864'),
('2023-05-15', 'A0490639'),
('2023-05-15', 'A0541704'),
('2023-05-15', 'A0398726'),
('2023-05-15', 'A097924'),
('2023-05-15', 'A0201133'),
('2023-05-15', 'A0600451'),
('2023-05-15', 'A0122956'),
('2023-05-15', 'A0572461'),
('2023-05-15', 'A0421578'),
('2023-05-15', 'A0279238'),
('2023-05-15', 'A0323633'),
('2023-05-15', 'A0321934'),
('2023-05-15', 'A0727895'),
('2023-05-15', 'A0235530'),
('2023-05-15', 'A0129627'),
('2023-05-15', 'A0875875'),
('2023-05-15', 'A0726050'),
('2023-05-15', 'A0148023'),
('2023-05-15', 'A0725547'),
('2023-05-15', 'A0458219'),
('2023-05-15', 'A0123764'),
('2023-05-15', 'A0572375'),
('2023-05-15', 'A0592657'),
('2023-05-15', 'A0903977'),
('2023-05-15', 'A0723368'),
('2023-05-15', 'A0654295'),
('2023-05-15', 'A0727935'),
('2023-05-15', 'A0997549'),
('2023-05-15', 'A0243548'),
('2023-05-15', 'A0540347'),
('2023-05-15', 'A0243945'),
('2023-05-15', 'A0852470'),
('2023-05-15', 'A0858129'),
('2023-05-15', 'A0706644'),
('2023-05-15', 'A059979'),
('2023-05-15', 'A0849185'),
('2023-05-15', 'A0366418'),
('2023-05-15', 'A0553118'),
('2023-05-15', 'A0802585'),
('2023-05-15', 'A0447786'),
('2023-05-15', 'A0682641'),
('2023-05-15', 'A0325943'),
('2023-05-15', 'A0404966'),
('2023-05-15', 'A0135625'),
('2023-05-15', 'A0945576'),
('2023-05-15', 'A0435903'),
('2023-05-15', 'A0773350'),
('2023-05-15', 'A0693770'),
('2023-05-15', 'A0540494'),
('2023-05-15', 'A0391864'),
('2023-05-15', 'A0142758'),
('2023-05-15', 'A044096'),
('2023-05-15', 'A0223107'),
('2023-05-15', 'A0395233'),
('2023-05-15', 'A0371496'),
('2023-05-15', 'A0794680'),
('2023-05-15', 'A0383165'),
('2023-05-15', 'A0255551'),
('2023-05-15', 'A0258756'),
('2023-05-15', 'A0571531'),
('2023-05-15', 'A0581963'),
('2023-05-15', 'A0712823'),
('2023-05-15', 'A069771'),
('2023-05-15', 'A0408749'),
('2023-05-15', 'A0245368'),
('2023-05-15', 'A0274338'),
('2023-05-15', 'A0552402'),
('2023-05-15', 'A0633389'),
('2023-05-15', 'A0178874'),
('2023-05-15', 'A0924659'),
('2023-05-15', 'A0385799'),
('2023-05-15', 'A0392852'),
('2023-05-15', 'A0948920'),
('2023-05-15', 'A0164980'),
('2023-05-15', 'A0796011'),
('2023-05-15', 'A0972562'),
('2023-05-15', 'A0913528'),
('2023-05-15', 'A0285568'),
('2023-05-15', 'A0382241'),
('2023-05-15', 'A0270670'),
('2023-05-15', 'A0507220'),
('2023-05-15', 'A0579932'),
('2023-05-15', 'A0450643'),
('2023-05-15', 'A0534464'),
('2023-05-15', 'A0825856'),
('2023-05-15', 'A0620184'),
('2023-05-15', 'A0983506'),
('2023-05-15', 'A0274752'),
('2023-05-15', 'A0818764'),
('2023-05-15', 'A0179658'),
('2023-05-15', 'A0813651'),
('2023-05-15', 'A0324544'),
('2023-05-15', 'A0952762'),
('2023-05-15', 'A0847728'),
('2023-05-15', 'A0617172'),
('2023-05-15', 'A0698319'),
('2023-05-15', 'A0111117'),
('2023-05-15', 'A0856948'),
('2023-05-15', 'A0405514'),
('2023-05-15', 'A0998163'),
('2023-05-15', 'A0865175'),
('2023-05-15', 'A0790275'),
('2023-05-15', 'A0532628'),
('2023-05-15', 'A0152219'),
('2023-05-15', 'A0857363'),
('2023-05-15', 'A023744'),
('2023-05-15', 'A0332571'),
('2023-05-15', 'A0677471'),
('2023-05-15', 'A0145927'),
('2023-05-15', 'A0381607'),
('2023-05-15', 'A0740569'),
('2023-05-15', 'A0188996'),
('2023-05-15', 'A0174392'),
('2023-05-15', 'A0440712'),
('2023-05-15', 'A0737875'),
('2023-05-15', 'A096519'),
('2023-05-15', 'A0528316'),
('2023-05-15', 'A0976474'),
('2023-05-15', 'A0967136'),
('2023-05-15', 'A0569464'),
('2023-05-15', 'A0310364'),
('2023-05-15', 'A0434354'),
('2023-05-15', 'A0602448'),
('2023-05-15', 'A0776844'),
('2023-05-15', 'A0458948'),
('2023-05-15', 'A0511994'),
('2023-05-15', 'A0866892'),
('2023-05-15', 'A0606619'),
('2023-05-15', 'A0644366'),
('2023-05-15', 'A0507386'),
('2023-05-15', 'A0512259'),
('2023-05-15', 'A0683314'),
('2023-05-15', 'A0474816'),
('2023-05-15', 'A037885'),
('2023-05-15', 'A0559314'),
('2023-05-15', 'A0919118'),
('2023-05-15', 'A0758786'),
('2023-05-15', 'A0418486'),
('2023-05-15', 'A0993291'),
('2023-05-15', 'A0317257'),
('2023-05-15', 'A0764787'),
('2023-05-15', 'A0813497'),
('2023-05-15', 'A0516099'),
('2023-05-15', 'A0143170'),
('2023-05-15', 'A0878830'),
('2023-05-15', 'A032791'),
('2023-05-15', 'A0584583'),
('2023-05-15', 'A071672'),
('2023-05-15', 'A0675380'),
('2023-05-15', 'A0991791'),
('2023-05-15', 'A0153904'),
('2023-05-15', 'A0697120'),
('2023-05-15', 'A0129579'),
('2023-05-15', 'A0693700'),
('2023-05-15', 'A0238422'),
('2023-05-15', 'A0535459'),
('2023-05-15', 'A0717282'),
('2023-05-15', 'A028103'),
('2023-05-15', 'A0115392'),
('2023-05-15', 'A0989566'),
('2023-05-15', 'A0500323'),
('2023-05-15', 'A0856439'),
('2023-05-15', 'A0271218'),
('2023-05-15', 'A0143757'),
('2023-05-15', 'A0412607'),
('2023-05-15', 'A0168047'),
('2023-05-15', 'A0542061'),
('2023-05-15', 'A0211309'),
('2023-05-15', 'A069824'),
('2023-05-15', 'A0857808'),
('2023-05-15', 'A0602001'),
('2023-05-15', 'A0285609'),
('2023-05-15', 'A062940'),
('2023-05-15', 'A0721096'),
('2023-05-15', 'A075696'),
('2023-05-15', 'A0700056'),
('2023-05-15', 'A0974549'),
('2023-05-15', 'A0833631'),
('2023-05-15', 'A0837578'),
('2023-05-15', 'A0950295'),
('2023-05-15', 'A0253030'),
('2023-05-15', 'A0774113'),
('2023-05-15', 'A0858163'),
('2023-05-15', 'A0792091'),
('2023-05-15', 'A0606454'),
('2023-05-15', 'A0214641'),
('2023-05-15', 'A0628448'),
('2023-05-15', 'A0542211'),
('2023-05-15', 'A0799556'),
('2023-05-15', 'A027014'),
('2023-05-15', 'A0970056'),
('2023-05-15', 'A0755403'),
('2023-05-15', 'A0721306'),
('2023-05-15', 'A0916701'),
('2023-05-15', 'A0649813'),
('2023-05-15', 'A0722329'),
('2023-05-15', 'A0751567'),
('2023-05-15', 'A0359690'),
('2023-05-15', 'A0684263'),
('2023-05-15', 'A035409'),
('2023-05-15', 'A0280886'),
('2023-05-15', 'A0175624'),
('2023-05-15', 'A0591897'),
('2023-05-15', 'A037408'),
('2023-05-15', 'A017768'),
('2023-05-15', 'A0779131'),
('2023-05-15', 'A0526183'),
('2023-05-15', 'A0496800'),
('2023-05-15', 'A0604577'),
('2023-05-15', 'A0679500'),
('2023-05-15', 'A0546013'),
('2023-05-15', 'A0913503'),
('2023-05-15', 'A0940238'),
('2023-05-15', 'A0309522'),
('2023-05-15', 'A045199'),
('2023-05-15', 'A0200738'),
('2023-05-15', 'A0187489'),
('2023-05-15', 'A0465793'),
('2023-05-15', 'A0552395'),
('2023-05-15', 'A0281349'),
('2023-05-15', 'A0473881'),
('2023-05-15', 'A0214119'),
('2023-05-15', 'A0443165'),
('2023-05-15', 'A0130955'),
('2023-05-15', 'A0928472'),
('2023-05-15', 'A0433038'),
('2023-05-15', 'A0691019'),
('2023-05-15', 'A0182663'),
('2023-05-15', 'A0620537'),
('2023-05-15', 'A0475553'),
('2023-05-15', 'A0549366'),
('2023-05-15', 'A0168741'),
('2023-05-15', 'A0103154'),
('2023-05-15', 'A0972971'),
('2023-05-15', 'A0215919'),
('2023-05-15', 'A0287146'),
('2023-05-15', 'A0565171'),
('2023-05-15', 'A0130111'),
('2023-05-15', 'A0808633'),
('2023-05-15', 'A0338169'),
('2023-05-15', 'A0897495'),
('2023-05-15', 'A0735570'),
('2023-05-15', 'A0661082'),
('2023-05-15', 'A0346385'),
('2023-05-15', 'A0904778'),
('2023-05-15', 'A0826000'),
('2023-05-15', 'A0104602'),
('2023-05-15', 'A0978729'),
('2023-05-15', 'A0678906'),
('2023-05-15', 'A0462190'),
('2023-05-15', 'A0701524'),
('2023-05-15', 'A0609432'),
('2023-05-15', 'A0511025'),
('2023-05-15', 'A0716116'),
('2023-05-15', 'A0928465'),
('2023-05-15', 'A0326279'),
('2023-05-15', 'A086234'),
('2023-05-15', 'A0992623'),
('2023-05-15', 'A0506231'),
('2023-05-15', 'A0326569'),
('2023-05-15', 'A056158'),
('2023-05-15', 'A0777699'),
('2023-05-15', 'A0332233'),
('2023-05-15', 'A0933326'),
('2023-05-15', 'A0592257'),
('2023-05-15', 'A0717729'),
('2023-05-15', 'A0904302'),
('2023-05-15', 'A0997908'),
('2023-05-15', 'A0840576'),
('2023-05-15', 'A0987787'),
('2023-05-15', 'A0413710'),
('2023-05-15', 'A0302905'),
('2023-05-15', 'A0130311'),
('2023-05-15', 'A0761392'),
('2023-05-15', 'A07570'),
('2023-05-15', 'A0377630'),
('2023-05-15', 'A06055'),
('2023-05-15', 'A0533875'),
('2023-05-15', 'A034292'),
('2023-05-15', 'A0346551'),
('2023-05-15', 'A046576'),
('2023-05-15', 'A0358307'),
('2023-05-15', 'A0302875'),
('2023-05-15', 'A0479320'),
('2023-05-15', 'A0271104'),
('2023-05-15', 'A0727748'),
('2023-05-15', 'A0319913'),
('2023-05-15', 'A0105405'),
('2023-05-15', 'A0481035'),
('2023-05-15', 'A0267626'),
('2023-05-15', 'A0293406'),
('2023-05-15', 'A0635737'),
('2023-05-15', 'A0288645'),
('2023-05-15', 'A0281'),
('2023-05-15', 'A0835741'),
('2023-05-15', 'A0668083'),
('2023-05-15', 'A088466'),
('2023-05-15', 'A0110509'),
('2023-05-15', 'A0522842'),
('2023-05-15', 'A0457339'),
('2023-05-15', 'A0131746'),
('2023-05-15', 'A0491179'),
('2023-05-15', 'A0707196'),
('2023-05-15', 'A0338702'),
('2023-05-15', 'A094420'),
('2023-05-15', 'A0603638'),
('2023-05-15', 'A0192328'),
('2023-05-15', 'A0902607'),
('2023-05-15', 'A0964480'),
('2023-05-15', 'A058110'),
('2023-05-15', 'A0795590'),
('2023-05-15', 'A0727893'),
('2023-05-15', 'A0363166'),
('2023-05-15', 'A0561836'),
('2023-05-15', 'A0161118'),
('2023-05-15', 'A070282'),
('2023-05-15', 'A0268658'),
('2023-05-15', 'A0190545'),
('2023-05-15', 'A0153652'),
('2023-05-15', 'A0124520'),
('2023-05-15', 'A0681440'),
('2023-05-15', 'A0769976'),
('2023-05-15', 'A0404729'),
('2023-05-15', 'A0216233'),
('2023-05-15', 'A0174889'),
('2023-05-15', 'A0884518'),
('2023-05-15', 'A0233532'),
('2023-05-15', 'A0727816'),
('2023-05-15', 'A0177444'),
('2023-05-15', 'A0272255'),
('2023-05-15', 'A0621592'),
('2023-05-15', 'A0969220'),
('2023-05-15', 'A0262760'),
('2023-05-15', 'A0902903'),
('2023-05-15', 'A0589246'),
('2023-05-15', 'A0413895'),
('2023-05-15', 'A0272958'),
('2023-05-15', 'A0884910'),
('2023-05-15', 'A0658410'),
('2023-05-15', 'A0668780'),
('2023-05-15', 'A071947'),
('2023-05-15', 'A0385589'),
('2023-05-15', 'A0839845'),
('2023-05-15', 'A0333693'),
('2023-05-15', 'A0901768'),
('2023-05-15', 'A0611276'),
('2023-05-15', 'A045922'),
('2023-05-15', 'A0131663'),
('2023-05-15', 'A0610318'),
('2023-05-15', 'A0168294'),
('2023-05-15', 'A0192907'),
('2023-05-15', 'A0813174'),
('2023-05-15', 'A0511261'),
('2023-05-15', 'A0858898'),
('2023-05-15', 'A0346471'),
('2023-05-15', 'A0769557'),
('2023-05-15', 'A0641184'),
('2023-05-15', 'A0805458'),
('2023-05-15', 'A0552672'),
('2023-05-15', 'A0139785'),
('2023-05-15', 'A0273459'),
('2023-05-15', 'A0738871'),
('2023-05-15', 'A024546'),
('2023-05-15', 'A081441'),
('2023-05-15', 'A0958355'),
('2023-05-15', 'A0112208'),
('2023-05-15', 'A021887'),
('2023-05-15', 'A0576299'),
('2023-05-15', 'A0548486'),
('2023-05-15', 'A0902026'),
('2023-05-15', 'A0641988'),
('2023-05-15', 'A0694002'),
('2023-05-15', 'A0463859'),
('2023-05-15', 'A0752827'),
('2023-05-15', 'A0406758'),
('2023-05-15', 'A0319897'),
('2023-05-15', 'A0679333'),
('2023-05-15', 'A0289530'),
('2023-05-15', 'A0318906'),
('2023-05-15', 'A0578561'),
('2023-05-15', 'A0487605'),
('2023-05-15', 'A0151663'),
('2023-05-15', 'A0746378'),
('2023-05-15', 'A0656014'),
('2023-05-15', 'A0706524'),
('2023-05-15', 'A0223624'),
('2023-05-15', 'A0318066'),
('2023-05-15', 'A0756265'),
('2023-05-15', 'A0478305'),
('2023-05-15', 'A0410558'),
('2023-05-15', 'A0141138'),
('2023-05-15', 'A0824553'),
('2023-05-15', 'A0954618'),
('2023-05-15', 'A0172730'),
('2023-05-15', 'A0629598'),
('2023-05-15', 'A0800200'),
('2023-05-15', 'A0508606'),
('2023-05-15', 'A0378589'),
('2023-05-15', 'A0240617'),
('2023-05-15', 'A0939909'),
('2023-05-15', 'A0254605'),
('2023-05-15', 'A0861956'),
('2023-05-15', 'A0666579'),
('2023-05-15', 'A032562'),
('2023-05-15', 'A0433838'),
('2023-05-15', 'A0289362'),
('2023-05-15', 'A0761722'),
('2023-05-15', 'A0108903'),
('2023-05-15', 'A0382720'),
('2023-05-15', 'A0846246'),
('2023-05-15', 'A0712711'),
('2023-05-15', 'A0886448'),
('2023-05-15', 'A0485464'),
('2023-05-15', 'A0857939'),
('2023-05-15', 'A090405'),
('2023-05-15', 'A0171137'),
('2023-05-15', 'A0410846'),
('2023-05-15', 'A0143009'),
('2023-05-15', 'A0736097'),
('2023-05-15', 'A0111649'),
('2023-05-15', 'A0575455'),
('2023-05-15', 'A0318139'),
('2023-05-15', 'A0233979'),
('2023-05-15', 'A0536119'),
('2023-05-15', 'A0643199'),
('2023-05-15', 'A0743595'),
('2023-05-15', 'A0432294'),
('2023-05-15', 'A0479992'),
('2023-05-15', 'A0687316'),
('2023-05-15', 'A0482284'),
('2023-05-15', 'A0385066'),
('2023-05-15', 'A0734067'),
('2023-05-15', 'A0944291'),
('2023-05-15', 'A0694739'),
('2023-05-15', 'A0409606'),
('2023-05-15', 'A0929012'),
('2023-05-15', 'A0789212'),
('2023-05-15', 'A0359436'),
('2023-05-15', 'A0384637'),
('2023-05-15', 'A0374850'),
('2023-05-15', 'A0196819'),
('2023-05-15', 'A075807'),
('2023-05-15', 'A0481675'),
('2023-05-15', 'A034008'),
('2023-05-15', 'A0955621'),
('2023-05-15', 'A0522756'),
('2023-05-15', 'A026622'),
('2023-05-15', 'A0292688'),
('2023-05-15', 'A0543492'),
('2023-05-15', 'A0359692'),
('2023-05-15', 'A0869725'),
('2023-05-15', 'A0358974'),
('2023-05-15', 'A0678511'),
('2023-05-15', 'A0871607'),
('2023-05-15', 'A0911971'),
('2023-05-15', 'A0618745'),
('2023-05-15', 'A0911040'),
('2023-05-15', 'A0404369'),
('2023-05-15', 'A0126696'),
('2023-05-15', 'A0514684'),
('2023-05-15', 'A0379090'),
('2023-05-15', 'A073015'),
('2023-05-15', 'A0199024'),
('2023-05-15', 'A048844'),
('2023-05-15', 'A0542970'),
('2023-05-15', 'A098101'),
('2023-05-15', 'A0144577'),
('2023-05-15', 'A090012'),
('2023-05-15', 'A0674795'),
('2023-05-15', 'A0301454'),
('2023-05-15', 'A0724954'),
('2023-05-15', 'A0392742'),
('2023-05-15', 'A0572861'),
('2023-05-15', 'A0483148'),
('2023-05-15', 'A0191677'),
('2023-05-15', 'A0182248'),
('2023-05-15', 'A0672725'),
('2023-05-15', 'A0247024'),
('2023-05-15', 'A0641638'),
('2023-05-15', 'A0218735'),
('2023-05-15', 'A0245980'),
('2023-05-15', 'A0219220'),
('2023-05-15', 'A0702852'),
('2023-05-15', 'A0822906'),
('2023-05-15', 'A0688032'),
('2023-05-15', 'A0229480'),
('2023-05-15', 'A0587040'),
('2023-05-15', 'A0753174'),
('2023-05-15', 'A0456994'),
('2023-05-15', 'A0826790'),
('2023-05-15', 'A084159'),
('2023-05-15', 'A0767322'),
('2023-05-15', 'A0448528'),
('2023-05-15', 'A0624345'),
('2023-05-15', 'A0408621'),
('2023-05-15', 'A0153455'),
('2023-05-15', 'A0224973'),
('2023-05-15', 'A0459581'),
('2023-05-15', 'A0377443'),
('2023-05-15', 'A0221394'),
('2023-05-15', 'A0357905'),
('2023-05-15', 'A0241077'),
('2023-05-15', 'A0880194'),
('2023-05-15', 'A025567'),
('2023-05-15', 'A0865997'),
('2023-05-15', 'A0132072'),
('2023-05-15', 'A0480752'),
('2023-05-15', 'A0544269'),
('2023-05-15', 'A0788925'),
('2023-05-15', 'A0210952'),
('2023-05-15', 'A0809798'),
('2023-05-15', 'A0590770'),
('2023-05-15', 'A0664453'),
('2023-05-15', 'A0293760'),
('2023-05-15', 'A0484486'),
('2023-05-15', 'A0267615'),
('2023-05-15', 'A0627072'),
('2023-05-15', 'A0196523'),
('2023-05-15', 'A0649006'),
('2023-05-15', 'A0257425'),
('2023-05-15', 'A0273820'),
('2023-05-15', 'A0996493'),
('2023-05-15', 'A070005'),
('2023-05-15', 'A0608190'),
('2023-05-15', 'A0322121'),
('2023-05-15', 'A0351721'),
('2023-05-15', 'A071231'),
('2023-05-15', 'A0791008'),
('2023-05-15', 'A0963980'),
('2023-05-15', 'A0953353'),
('2023-05-15', 'A0489465'),
('2023-05-15', 'A0661212'),
('2023-05-15', 'A0452012'),
('2023-05-15', 'A0860049'),
('2023-05-15', 'A0732806'),
('2023-05-15', 'A0485757'),
('2023-05-15', 'A0718502'),
('2023-05-15', 'A0745771'),
('2023-05-15', 'A0620202'),
('2023-05-15', 'A0510803'),
('2023-05-15', 'A0384427'),
('2023-05-15', 'A0449238'),
('2023-05-15', 'A0780471'),
('2023-05-15', 'A0597874'),
('2023-05-15', 'A0962296'),
('2023-05-15', 'A0494120'),
('2023-05-15', 'A0829094'),
('2023-05-15', 'A0879177'),
('2023-05-15', 'A0982918'),
('2023-05-15', 'A010047'),
('2023-05-15', 'A0637649'),
('2023-05-15', 'A0289323'),
('2023-05-15', 'A0668284'),
('2023-05-15', 'A067862'),
('2023-05-15', 'A0272291'),
('2023-05-15', 'A0832771'),
('2023-05-15', 'A07778'),
('2023-05-15', 'A0499489'),
('2023-05-15', 'A0464096'),
('2023-05-15', 'A0465485'),
('2023-05-15', 'A0679953'),
('2023-05-15', 'A0659109'),
('2023-05-15', 'A0379978'),
('2023-05-15', 'A0172515'),
('2023-05-15', 'A026050'),
('2023-05-15', 'A0280252'),
('2023-05-15', 'A0671280'),
('2023-05-15', 'A0134420'),
('2023-05-15', 'A0700279'),
('2023-05-15', 'A0740062'),
('2023-05-15', 'A0432433'),
('2023-05-15', 'A0395857'),
('2023-05-15', 'A0133695'),
('2023-05-15', 'A0218603'),
('2023-05-15', 'A0551473'),
('2023-05-15', 'A0353171'),
('2023-05-15', 'A0740048'),
('2023-05-15', 'A0354431'),
('2023-05-15', 'A0690740'),
('2023-05-15', 'A0493942'),
('2023-05-15', 'A0127791'),
('2023-05-15', 'A0450421'),
('2023-05-15', 'A0537114'),
('2023-05-15', 'A0643644'),
('2023-05-15', 'A0331170'),
('2023-05-15', 'A0680975'),
('2023-05-15', 'A053377'),
('2023-05-15', 'A0110732'),
('2023-05-15', 'A0570066'),
('2023-05-15', 'A0251862'),
('2023-05-15', 'A0591613'),
('2023-05-15', 'A0383520'),
('2023-05-15', 'A0587027'),
('2023-05-15', 'A0300730'),
('2023-05-15', 'A0874917'),
('2023-05-15', 'A0812915'),
('2023-05-15', 'A0435706'),
('2023-05-15', 'A0244477'),
('2023-05-15', 'A0168654'),
('2023-05-15', 'A0316043'),
('2023-05-15', 'A0202686'),
('2023-05-15', 'A0168987'),
('2023-05-15', 'A0986590'),
('2023-05-15', 'A0670936'),
('2023-05-15', 'A011068'),
('2023-05-15', 'A0489175'),
('2023-05-15', 'A0127100'),
('2023-05-15', 'A0663481'),
('2023-05-15', 'A0736874'),
('2023-05-15', 'A0328490'),
('2023-05-15', 'A0742224'),
('2023-05-15', 'A0877923'),
('2023-05-15', 'A0956652'),
('2023-05-15', 'A044433'),
('2023-05-15', 'A0173325'),
('2023-05-15', 'A0517524'),
('2023-05-15', 'A0528041'),
('2023-05-15', 'A0265891'),
('2023-05-15', 'A0471581'),
('2023-05-15', 'A0391160'),
('2023-05-15', 'A0527785'),
('2023-05-15', 'A0954871'),
('2023-05-15', 'A0710825'),
('2023-05-15', 'A0906886'),
('2023-05-15', 'A0325355'),
('2023-05-15', 'A0799480'),
('2023-05-15', 'A0546178'),
('2023-05-15', 'A059936'),
('2023-05-15', 'A0778974'),
('2023-05-15', 'A0295167'),
('2023-05-15', 'A0576698'),
('2023-05-15', 'A0415947'),
('2023-05-15', 'A027131'),
('2023-05-15', 'A0772232'),
('2023-05-15', 'A0330504'),
('2023-05-15', 'A0635211'),
('2023-05-15', 'A0377519'),
('2023-05-15', 'A0682537'),
('2023-05-15', 'A0807357'),
('2023-05-15', 'A0209462'),
('2023-05-15', 'A0238906'),
('2023-05-15', 'A0238357'),
('2023-05-15', 'A0420261'),
('2023-05-15', 'A0963196'),
('2023-05-15', 'A0309526'),
('2023-05-15', 'A027230'),
('2023-05-15', 'A0342694'),
('2023-05-15', 'A0338140'),
('2023-05-15', 'A0450369'),
('2023-05-15', 'A0627503'),
('2023-05-15', 'A0242705'),
('2023-05-15', 'A0448486'),
('2023-05-15', 'A0926440'),
('2023-05-15', 'A0111462'),
('2023-05-15', 'A0714579'),
('2023-05-15', 'A0771843'),
('2023-05-15', 'A0500318'),
('2023-05-15', 'A0523799'),
('2023-05-15', 'A0757633'),
('2023-05-15', 'A0442819'),
('2023-05-15', 'A0596354'),
('2023-05-15', 'A0484833'),
('2023-05-15', 'A08688'),
('2023-05-15', 'A066767'),
('2023-05-15', 'A0250081'),
('2023-05-15', 'A0535481'),
('2023-05-15', 'A081696'),
('2023-05-15', 'A0888430'),
('2023-05-15', 'A0271788'),
('2023-05-15', 'A044482'),
('2023-05-15', 'A0569572'),
('2023-05-15', 'A0197396'),
('2023-05-15', 'A0117398'),
('2023-05-15', 'A0460323'),
('2023-05-15', 'A0244793'),
('2023-05-15', 'A0318083'),
('2023-05-15', 'A0730553'),
('2023-05-15', 'A069969'),
('2023-05-15', 'A0318310'),
('2023-05-15', 'A0217573'),
('2023-05-15', 'A0419713'),
('2023-05-15', 'A0318241'),
('2023-05-15', 'A0877938'),
('2023-05-15', 'A0620778'),
('2023-05-15', 'A0633208'),
('2023-05-15', 'A0975808'),
('2023-05-15', 'A0876844'),
('2023-05-15', 'A0156462'),
('2023-05-15', 'A0896840'),
('2023-05-15', 'A0636997'),
('2023-05-15', 'A099934'),
('2023-05-15', 'A0848797'),
('2023-05-15', 'A0459334'),
('2023-05-15', 'A0498035'),
('2023-05-15', 'A0571021'),
('2023-05-15', 'A0973938'),
